Moisture,Texture,Crop,Nitrogen,Potassium,Phosphorus,pH,EC_dS_m,Organic_Matter_%,Iron_ppm,Zinc_ppm,Manganese_ppm,Copper_ppm,Boron_ppm
29.98,Black,Ground Nuts,18,4,23,6.98,1.45,3.69,6.45,1.75,4.45,0.21,0.9
28.42,Sandy,Tobacco,42,1,4,6.99,0.98,2.71,4.87,1.42,4.46,1.05,0.4
22.36,Clayey,Ground Nuts,41,0,2,6.41,1.38,2.97,3.14,1.41,2.55,0.22,0.82
40.49,Loamy,Paddy,17,0,12,6.3,1.51,2.08,3.26,1.22,2.06,1.09,0.67
28.94,Loamy,Millets,10,0,32,7.18,0.95,2.19,5.36,1.35,1.75,0.53,0.74
69.92,Sandy,Oil seeds,8,14,31,7.18,0.57,3.11,2.7,1.4,3.51,0.9,0.89
31.32,Red,Wheat,38,0,2,7.27,0.51,3.61,4.42,1.95,1.82,0.99,0.22
39.2,Black,Wheat,9,0,16,7.35,1.34,2.84,3.09,0.83,3.88,0.48,0.62
32.64,Clayey,Maize,12,2,31,6.67,1.23,3.25,4.23,0.82,3.87,0.56,0.8
43.64,Red,Tobacco,18,0,19,6.65,1.59,1.65,5.5,0.59,3.65,0.71,0.91
28.68,Black,Tobacco,6,0,11,7.16,1.22,1.75,4.34,1.49,4.57,0.78,0.31
33.05,Black,Tobacco,0,16,19,6.9,1.08,2.58,3.15,1.32,2.82,0.49,0.47
59.1,Red,Barley,6,2,13,6.99,1.04,1.66,3.51,0.67,4.66,1.19,0.26
47.33,Red,Cotton,3,12,30,7.15,0.44,2.85,3.97,1.05,1.63,0.94,0.87
36.28,Red,Barley,15,4,45,7.31,0.94,1.96,2.78,0.77,1.89,0.47,0.89
62.13,Black,Pulses,7,0,6,6.37,1.96,3.26,4.84,1.0,2.94,0.84,0.59
36.58,Black,Sugarcane,37,0,0,6.44,1.8,3.3,4.93,1.93,3.58,0.64,0.22
47.46,Sandy,Paddy,26,0,21,5.96,0.93,2.41,2.75,1.52,1.61,1.06,0.28
59.47,Clayey,Paddy,18,0,36,6.78,1.34,1.67,4.11,0.51,3.49,0.53,0.7
30.62,Black,Cotton,2,20,12,5.86,1.76,2.88,4.16,0.88,2.58,0.39,0.99
57.23,Clayey,Pulses,38,0,0,6.59,1.11,3.78,3.84,0.52,4.61,0.25,0.87
56.12,Loamy,Pulses,16,0,44,6.72,0.43,2.82,4.73,1.57,3.37,1.18,0.84
29.32,Black,Barley,16,0,38,6.29,0.52,1.29,3.88,1.2,3.56,0.56,0.53
49.7,Clayey,Cotton,23,0,23,6.8,1.22,1.24,4.17,1.99,4.81,0.42,0.99
53.7,Loamy,Millets,3,12,31,5.85,1.95,2.03,5.69,1.6,4.17,0.69,0.86
48.76,Black,Maize,35,0,2,5.86,1.51,1.71,3.15,1.28,3.03,0.49,0.47
46.33,Loamy,Paddy,31,3,0,7.2,0.51,3.31,4.98,1.71,3.17,0.43,0.8
59.99,Clayey,Cotton,42,0,0,6.41,0.7,3.4,4.52,1.56,3.77,0.82,0.55
48.82,Red,Cotton,33,3,0,6.02,1.63,1.87,3.72,0.87,2.2,0.27,0.73
42.09,Red,Barley,8,22,18,6.69,1.75,2.05,5.41,1.3,1.81,0.71,0.98
54.12,Loamy,Maize,5,6,26,7.11,1.39,1.81,4.7,1.33,2.59,0.59,0.4
43.31,Red,Paddy,35,3,2,6.17,1.43,3.56,4.41,1.18,4.22,0.73,0.84
37.35,Red,Maize,16,0,15,6.86,0.45,2.51,5.17,0.77,2.4,0.52,0.67
39.28,Red,Oil seeds,20,0,17,5.95,1.73,2.91,5.71,0.84,1.96,0.77,0.96
29.79,Loamy,Wheat,10,21,13,5.89,1.66,2.28,6.39,0.92,2.27,0.28,0.31
46.04,Red,Oil seeds,10,12,9,6.7,0.81,2.84,5.02,0.52,3.88,0.58,0.78
61.4,Black,Wheat,15,16,10,6.72,1.53,2.2,6.0,1.88,3.65,0.44,0.23
34.08,Red,Maize,19,0,21,6.88,0.74,2.08,2.5,1.53,3.91,0.64,0.4
30.91,Red,Cotton,35,2,0,7.03,0.46,2.85,4.62,1.53,2.63,0.6,0.46
35.4,Black,Tobacco,35,3,0,7.46,0.72,2.74,3.36,1.36,4.65,0.83,0.55
23.31,Sandy,Ground Nuts,37,0,0,6.68,0.69,1.96,2.88,1.53,3.08,0.83,0.97
23.76,Loamy,Barley,18,0,45,6.35,0.94,1.59,4.63,1.97,3.3,0.61,0.25
47.02,Black,Oil seeds,7,0,5,7.15,1.07,2.16,5.49,1.08,4.82,0.38,0.34
57.6,Red,Barley,37,4,0,6.26,1.21,2.28,4.15,1.57,4.93,0.78,0.36
33.31,Red,Paddy,23,1,25,6.55,1.16,2.83,5.18,1.04,3.82,1.17,0.54
47.85,Clayey,Paddy,14,9,32,5.93,0.83,3.58,4.46,1.78,4.81,0.39,0.25
59.74,Loamy,Maize,12,0,34,5.84,0.45,1.29,4.25,1.79,3.4,0.27,0.97
61.72,Clayey,Maize,41,0,1,7.44,1.37,1.83,3.66,1.85,2.58,0.46,0.65
50.41,Black,Cotton,12,10,23,7.22,1.03,1.7,4.03,0.51,2.6,0.61,0.85
20.0,Black,Ground Nuts,19,15,15,6.98,0.88,2.51,3.9,0.95,3.46,0.51,0.82
70.0,Black,Barley,40,4,0,6.5,1.79,2.32,5.08,0.7,3.62,1.03,0.73
33.4,Sandy,Paddy,9,0,37,6.09,1.59,3.1,2.96,1.18,3.04,0.69,0.92
35.25,Loamy,Barley,40,3,0,6.07,1.77,1.83,2.87,1.24,4.59,0.45,0.92
35.01,Clayey,Pulses,14,0,12,6.23,1.19,2.75,5.14,0.88,2.99,1.15,0.3
43.87,Red,Paddy,10,8,27,6.73,0.61,3.5,4.69,1.59,2.46,0.33,0.92
29.53,Loamy,Sugarcane,7,4,45,7.01,1.51,3.57,4.22,0.9,1.53,0.32,0.62
35.48,Black,Wheat,42,0,0,6.92,0.73,3.69,3.11,1.78,4.9,0.45,0.41
22.19,Black,Sugarcane,4,10,26,6.28,1.11,3.21,4.14,0.77,4.39,0.28,0.69
21.76,Black,Sugarcane,14,0,11,7.42,0.5,3.56,5.66,1.05,3.65,0.95,0.42
49.89,Red,Pulses,25,0,19,7.05,1.72,1.81,6.06,1.43,4.41,0.51,0.58
36.26,Sandy,Wheat,7,11,34,6.74,0.6,1.71,5.31,1.41,4.34,0.93,0.85
55.83,Loamy,Pulses,35,1,0,6.84,1.84,1.22,2.74,0.62,4.76,0.96,0.23
28.6,Black,Millets,36,3,3,6.51,1.78,3.04,5.18,1.77,2.85,0.44,0.35
46.56,Sandy,Ground Nuts,14,2,37,6.22,1.14,3.64,3.46,1.4,3.44,0.72,0.97
62.32,Clayey,Ground Nuts,8,9,32,6.41,1.59,1.69,3.76,1.8,1.85,0.72,0.56
52.38,Loamy,Maize,8,0,38,7.09,1.39,2.86,3.28,1.8,4.88,1.07,0.44
58.95,Black,Cotton,10,0,43,5.82,1.68,3.14,5.6,1.32,4.95,0.23,0.94
55.75,Red,Tobacco,35,0,1,6.0,1.09,3.61,5.09,1.87,4.26,0.52,0.93
44.94,Black,Pulses,25,4,22,5.88,1.66,2.88,4.95,1.77,3.09,1.08,0.24
51.69,Clayey,Barley,3,4,31,5.87,1.14,3.72,5.17,1.94,3.24,0.44,0.49
68.56,Red,Millets,12,0,39,7.25,1.91,2.1,3.45,1.78,3.02,0.34,0.93
45.77,Loamy,Tobacco,14,1,36,7.0,1.18,2.11,4.28,1.73,2.53,0.78,0.34
33.0,Loamy,Oil seeds,4,9,26,6.61,1.14,2.61,5.03,1.2,3.35,0.51,0.66
35.3,Red,Sugarcane,11,0,36,5.97,1.66,2.2,5.05,0.82,1.69,0.67,0.46
28.05,Red,Tobacco,36,0,0,6.64,1.71,1.2,5.67,1.87,4.97,1.02,0.79
26.32,Black,Wheat,9,4,38,6.6,1.29,3.1,3.65,1.58,2.98,0.72,0.33
56.12,Black,Barley,38,0,0,6.09,0.69,3.15,5.58,0.92,4.75,0.72,0.68
68.62,Black,Pulses,13,0,38,6.54,1.15,3.14,4.26,1.01,4.03,0.48,0.2
32.87,Sandy,Wheat,41,3,1,6.48,1.95,2.1,5.18,1.53,2.51,0.99,0.4
38.0,Black,Paddy,28,0,27,6.85,1.6,2.56,4.32,1.22,2.28,0.94,0.33
37.36,Sandy,Wheat,11,0,9,6.88,1.7,2.14,6.29,0.62,4.98,0.43,0.37
55.18,Clayey,Oil seeds,12,0,31,5.88,0.45,1.24,3.22,0.71,4.2,0.52,0.89
34.73,Red,Wheat,38,3,0,6.44,1.15,2.66,5.2,1.62,2.37,0.99,0.93
27.62,Clayey,Maize,1,17,13,6.86,1.43,1.52,4.81,0.99,1.74,0.56,0.8
41.47,Black,Millets,3,12,16,6.66,1.73,1.41,3.19,1.26,3.94,0.6,0.67
36.72,Loamy,Barley,10,2,42,7.26,0.48,3.16,2.76,1.65,2.56,0.56,0.38
54.45,Sandy,Barley,21,0,22,6.92,1.76,1.22,5.7,1.63,2.27,0.36,0.42
30.84,Red,Tobacco,21,0,22,6.08,1.28,3.69,3.13,0.75,4.07,0.54,0.45
30.92,Black,Tobacco,16,0,39,5.92,0.72,2.54,3.25,0.65,3.88,1.0,0.82
37.84,Sandy,Cotton,13,4,6,6.89,0.91,3.76,6.41,1.39,3.18,0.69,0.4
57.02,Sandy,Millets,27,0,20,5.85,0.85,1.35,5.37,1.61,4.8,0.66,0.98
63.43,Loamy,Millets,5,10,36,6.8,1.25,2.72,3.5,0.72,3.88,0.36,0.84
52.37,Sandy,Wheat,5,3,5,7.4,0.48,2.11,4.86,1.06,4.63,0.38,1.0
56.9,Black,Paddy,16,4,36,6.78,0.65,3.39,4.64,1.81,2.17,0.24,0.57
37.59,Loamy,Maize,11,0,42,6.46,1.7,2.14,5.88,1.92,2.54,0.21,0.67
67.89,Loamy,Tobacco,37,1,2,6.89,0.61,1.88,5.42,1.18,1.87,0.69,0.42
26.04,Clayey,Wheat,43,2,2,6.58,0.77,3.43,5.83,0.62,2.57,0.61,0.68
52.95,Clayey,Barley,25,0,22,6.73,1.13,2.17,3.35,0.89,4.9,0.48,0.98
63.37,Clayey,Ground Nuts,10,7,26,7.4,1.23,1.24,5.06,0.85,4.87,1.19,0.22
26.57,Black,Barley,23,2,22,6.46,1.62,2.21,2.66,0.86,4.16,0.6,0.43
42.8,Red,Ground Nuts,9,8,32,7.43,1.12,2.9,2.78,1.24,3.32,0.99,0.43
34.5,Red,Paddy,12,1,44,7.34,1.66,1.86,5.35,1.37,4.23,0.41,0.99
41.16,Clayey,Paddy,37,0,4,6.13,1.39,2.32,2.6,0.68,3.44,0.45,0.31
45.85,Black,Pulses,44,0,0,5.92,0.58,1.35,4.82,1.83,1.51,0.77,0.85
20.77,Black,Pulses,12,0,42,5.97,0.65,2.73,5.86,1.43,3.26,0.2,0.42
55.33,Black,Ground Nuts,12,7,32,5.83,1.1,3.17,4.02,1.4,3.6,0.22,0.89
20.0,Black,Pulses,11,14,31,5.96,1.04,2.27,2.68,1.98,2.43,0.34,0.59
38.71,Red,Wheat,8,20,21,6.96,1.59,2.29,5.36,1.44,2.21,0.42,0.39
37.05,Sandy,Millets,14,3,36,5.92,1.33,1.43,6.22,1.89,2.46,0.73,0.77
44.71,Sandy,Ground Nuts,38,0,4,6.34,1.02,1.73,5.37,0.93,3.68,0.89,0.87
52.06,Red,Paddy,26,0,25,7.24,0.67,1.6,4.81,0.86,2.01,0.51,0.58
44.04,Loamy,Wheat,36,0,4,5.84,0.76,2.45,3.42,1.27,4.02,0.44,0.77
64.12,Sandy,Paddy,9,14,12,7.18,1.32,2.58,2.56,1.26,2.98,1.02,0.35
51.81,Clayey,Tobacco,8,0,37,6.28,1.08,3.67,5.28,0.84,2.74,0.36,0.95
35.02,Clayey,Wheat,10,0,12,6.0,1.22,1.39,3.42,1.55,4.33,0.88,0.28
45.29,Clayey,Maize,18,3,17,6.98,0.67,2.76,5.93,0.54,3.27,1.13,0.38
35.32,Clayey,Sugarcane,11,4,27,6.87,1.46,2.57,4.37,1.54,2.82,0.43,0.43
70.0,Clayey,Oil seeds,2,9,32,7.29,1.76,2.54,4.62,1.19,4.57,0.29,0.32
51.62,Sandy,Maize,36,0,4,7.05,0.81,3.47,5.52,1.53,2.79,1.18,0.53
57.4,Black,Pulses,4,0,15,7.17,1.19,1.73,5.62,1.22,4.51,0.47,0.57
56.8,Sandy,Oil seeds,7,3,42,6.28,1.96,1.31,5.07,1.97,3.26,0.48,0.61
54.72,Black,Ground Nuts,41,0,4,6.1,0.93,2.95,6.25,1.0,2.23,0.68,0.23
26.2,Red,Oil seeds,19,0,33,7.08,1.35,2.1,6.43,1.97,3.64,0.43,0.38
51.24,Loamy,Ground Nuts,24,0,16,7.17,0.54,1.25,6.29,0.6,2.5,1.19,0.85
40.0,Red,Paddy,8,0,40,7.48,1.37,1.85,5.8,1.53,2.02,0.24,0.85
53.16,Black,Cotton,19,0,15,6.5,0.54,2.0,5.32,1.18,1.8,0.65,0.46
38.54,Black,Tobacco,2,16,19,6.43,1.93,2.8,5.15,1.73,2.35,0.75,0.57
57.72,Sandy,Cotton,36,0,2,7.12,1.55,1.65,2.92,1.68,4.08,0.67,0.35
25.67,Loamy,Sugarcane,13,10,26,6.38,1.66,2.27,3.59,1.7,4.43,0.72,0.86
65.32,Black,Pulses,5,14,29,7.38,1.53,2.45,2.52,0.64,4.52,1.19,0.97
41.48,Black,Barley,9,0,10,7.26,1.34,2.39,3.05,1.73,2.45,1.08,0.43
39.18,Clayey,Maize,12,0,34,6.53,1.12,3.73,4.26,0.82,3.81,0.51,0.83
41.84,Red,Barley,18,0,29,7.08,1.77,1.32,3.09,0.54,2.31,0.75,0.48
24.17,Sandy,Barley,10,0,17,7.08,1.93,3.67,6.11,0.83,3.68,0.2,0.2
41.1,Clayey,Oil seeds,14,2,38,5.98,1.2,2.71,5.72,1.22,4.61,0.61,0.68
45.85,Loamy,Cotton,1,14,17,7.33,1.89,3.27,2.79,1.61,1.64,0.36,0.53
43.74,Sandy,Pulses,10,0,40,6.66,1.33,2.32,3.5,0.83,4.95,0.91,0.81
39.26,Loamy,Maize,23,0,26,7.2,1.26,2.38,5.78,0.67,4.39,0.42,0.8
42.56,Clayey,Sugarcane,15,0,41,6.34,1.13,3.49,5.71,1.47,4.17,0.95,0.96
20.0,Loamy,Millets,12,0,37,7.32,0.73,3.53,6.28,1.98,3.92,0.51,0.55
36.95,Clayey,Barley,34,2,1,6.46,0.41,1.82,6.49,1.4,4.2,1.13,0.59
38.43,Red,Cotton,41,0,4,5.82,0.79,1.72,6.41,1.54,4.98,0.65,0.52
51.4,Red,Maize,4,9,28,7.34,1.22,2.49,4.14,1.34,4.2,1.04,0.44
40.32,Clayey,Paddy,24,0,17,5.96,1.01,3.54,3.5,1.67,2.73,0.83,0.71
33.26,Sandy,Sugarcane,5,10,31,6.34,1.12,2.04,5.53,1.96,3.65,1.18,0.86
21.43,Loamy,Paddy,39,1,4,7.42,1.97,2.9,3.7,1.32,2.68,0.94,0.33
48.83,Black,Cotton,21,2,23,7.42,0.96,3.04,5.73,1.13,4.9,0.93,0.99
58.64,Clayey,Pulses,40,0,0,6.77,1.12,3.22,4.64,1.79,4.65,0.46,0.75
57.75,Clayey,Millets,34,4,0,6.87,0.61,2.67,5.68,1.95,3.49,0.7,0.82
69.2,Loamy,Sugarcane,7,14,16,6.56,0.48,2.25,3.6,0.69,4.23,0.49,1.0
50.97,Red,Oil seeds,9,11,8,6.3,1.64,3.71,4.53,1.37,4.68,0.22,0.6
48.6,Black,Wheat,9,3,13,6.36,1.31,2.79,4.76,1.69,2.35,0.91,0.26
68.08,Clayey,Tobacco,13,10,30,6.94,1.62,3.09,6.27,1.3,3.53,0.44,0.83
52.3,Loamy,Sugarcane,6,4,40,7.08,0.64,2.1,3.57,1.11,3.19,0.6,0.9
43.91,Black,Oil seeds,18,4,27,7.15,1.31,2.94,6.25,1.48,4.2,0.48,0.33
44.74,Sandy,Wheat,44,0,0,7.14,0.81,1.87,5.72,0.91,2.83,0.4,0.22
43.88,Loamy,Barley,18,0,33,5.96,0.76,1.84,5.42,1.02,3.98,0.27,0.31
63.49,Red,Maize,15,1,7,6.64,0.42,3.06,5.65,1.99,2.91,0.54,0.46
37.18,Red,Maize,12,1,40,5.9,0.61,2.56,4.92,1.45,1.89,0.28,0.94
33.05,Red,Ground Nuts,17,0,40,6.73,0.89,2.98,3.48,1.81,1.87,0.74,0.2
52.23,Sandy,Ground Nuts,18,0,42,6.55,0.59,1.9,3.26,1.71,1.92,0.22,0.84
27.43,Sandy,Pulses,39,1,0,7.31,1.98,2.76,5.97,1.48,1.61,1.14,0.88
38.94,Clayey,Millets,11,0,42,6.4,0.89,2.35,5.4,1.76,3.37,1.17,0.85
61.27,Sandy,Oil seeds,8,0,19,6.0,0.61,2.75,3.35,0.93,3.85,0.5,0.27
34.24,Black,Wheat,2,19,12,6.04,0.72,1.96,4.96,1.46,1.94,0.46,0.74
48.66,Clayey,Sugarcane,36,0,3,7.09,1.34,3.06,4.29,1.39,3.64,0.3,0.96
51.07,Red,Millets,36,0,0,6.85,0.5,3.3,3.13,1.43,3.59,1.1,0.3
45.65,Clayey,Millets,12,3,30,5.97,1.78,1.88,4.63,0.75,2.01,0.79,0.23
48.45,Black,Maize,40,0,2,5.94,1.94,1.98,3.63,0.92,2.91,0.81,0.9
45.45,Black,Maize,9,17,16,6.99,0.79,2.92,2.88,0.93,4.14,1.1,0.72
46.97,Red,Millets,19,0,18,5.92,1.12,3.01,4.37,1.4,1.56,1.11,0.72
66.01,Loamy,Oil seeds,18,0,39,7.2,0.44,3.03,4.86,1.96,2.01,1.03,0.97
38.91,Black,Tobacco,36,0,3,7.0,1.43,2.98,2.69,1.93,4.99,0.97,0.82
24.59,Sandy,Barley,9,9,32,5.94,1.06,2.22,4.11,0.84,4.07,1.08,0.52
35.47,Loamy,Pulses,14,0,34,5.94,0.83,2.23,3.53,0.96,3.12,1.08,0.55
32.12,Clayey,Barley,6,12,13,7.48,0.73,1.86,2.62,0.55,3.7,0.57,0.32
31.86,Loamy,Sugarcane,38,0,0,6.44,1.45,1.61,3.0,1.1,4.46,1.17,0.44
45.02,Red,Wheat,8,0,38,6.43,1.07,3.0,3.06,1.75,4.45,0.91,0.56
51.07,Sandy,Sugarcane,26,0,17,7.18,0.69,1.44,3.23,1.87,2.64,0.57,0.41
43.81,Clayey,Millets,37,0,4,7.41,1.5,3.64,5.71,0.85,3.22,0.64,0.93
30.81,Black,Cotton,17,3,41,7.48,1.3,3.35,4.26,0.9,3.73,0.89,0.21
40.11,Red,Tobacco,20,0,22,7.08,1.77,3.43,3.09,0.83,1.75,0.56,0.67
65.56,Sandy,Wheat,9,4,12,6.44,0.59,3.56,2.9,1.03,4.81,1.03,0.82
65.99,Black,Wheat,9,8,32,5.94,1.66,2.26,3.69,1.71,3.01,0.35,0.79
29.27,Red,Wheat,20,2,20,7.12,1.48,3.4,5.69,1.47,2.8,1.11,0.71
38.34,Loamy,Oil seeds,40,0,2,6.75,0.58,1.61,3.96,1.68,4.67,0.5,0.53
44.88,Loamy,Wheat,34,2,3,6.52,1.51,1.26,3.14,1.37,1.91,0.35,0.93
59.14,Loamy,Paddy,40,0,0,7.34,1.11,3.24,4.12,0.89,1.64,1.06,0.46
41.14,Sandy,Tobacco,28,3,16,5.99,1.91,1.39,4.72,0.84,3.9,0.44,0.8
20.0,Red,Paddy,0,13,16,6.64,0.63,3.77,2.62,0.51,2.85,1.04,0.94
57.55,Clayey,Maize,7,8,27,5.82,1.43,2.95,5.01,1.67,4.18,0.5,0.3
52.56,Sandy,Maize,22,0,24,6.6,1.01,3.16,4.08,1.77,1.74,1.13,0.96
39.74,Sandy,Millets,7,8,30,5.9,1.93,1.84,2.54,1.65,2.84,0.42,0.82
29.35,Clayey,Wheat,10,4,42,6.0,0.93,2.95,5.2,0.61,2.32,0.27,0.69
33.56,Black,Pulses,13,0,12,6.0,1.94,1.31,5.35,1.64,4.09,1.14,0.5
24.01,Black,Maize,11,0,38,6.9,1.84,3.38,5.02,0.57,2.3,0.37,0.92
36.65,Black,Oil seeds,7,8,28,7.07,0.83,1.64,3.87,0.66,3.1,1.14,0.24
33.96,Red,Millets,16,1,16,6.79,1.69,3.01,4.62,1.16,4.37,1.02,0.55
24.93,Red,Ground Nuts,21,2,19,7.44,1.99,1.78,4.05,1.21,4.7,0.28,0.81
64.41,Black,Paddy,5,5,32,6.44,0.8,1.38,5.3,1.72,4.03,0.65,0.85
49.43,Sandy,Wheat,40,0,4,6.29,1.1,2.45,4.83,1.52,3.0,0.27,0.36
35.47,Clayey,Millets,22,4,26,7.28,1.23,1.64,2.83,0.73,3.5,0.53,0.24
38.61,Red,Wheat,16,1,5,6.18,0.87,3.1,5.07,0.84,3.91,0.55,0.84
36.8,Clayey,Paddy,10,0,35,7.44,0.42,1.82,5.25,0.93,4.56,0.8,0.54
51.52,Black,Wheat,4,9,24,5.82,0.75,2.09,3.98,0.69,4.61,1.18,0.31
35.72,Red,Tobacco,14,3,37,7.45,0.85,2.68,6.0,0.93,4.76,0.37,0.27
29.13,Loamy,Oil seeds,12,0,17,5.87,1.11,1.94,5.87,1.59,4.34,0.53,0.71
43.0,Sandy,Barley,28,0,14,7.31,0.67,2.18,3.2,0.86,2.01,0.79,0.67
46.15,Sandy,Wheat,25,0,19,6.7,1.8,3.32,6.12,1.75,4.12,0.37,0.88
35.94,Red,Ground Nuts,39,3,0,7.49,1.53,1.67,4.26,1.2,4.35,0.91,0.23
25.16,Red,Pulses,35,0,2,5.93,0.54,1.41,5.39,0.98,4.57,0.6,0.89
28.57,Clayey,Barley,19,0,40,6.74,1.44,2.05,5.76,1.12,4.74,1.15,0.91
56.64,Red,Sugarcane,11,0,4,7.45,1.45,2.3,4.52,1.56,3.28,0.83,0.56
41.14,Loamy,Tobacco,42,0,0,6.69,1.93,2.61,4.1,1.28,3.79,0.56,0.26
37.85,Loamy,Sugarcane,7,0,37,6.87,0.4,2.17,6.16,0.51,1.53,0.92,0.96
60.57,Clayey,Ground Nuts,8,0,40,6.98,0.8,3.25,3.42,1.88,3.5,1.04,0.26
37.49,Black,Cotton,33,3,0,6.57,1.88,1.3,3.53,0.6,3.16,1.0,0.67
51.37,Clayey,Paddy,17,0,21,6.87,1.89,2.32,3.95,1.91,4.87,0.46,0.59
58.59,Red,Wheat,8,2,9,6.79,1.55,2.19,5.94,0.54,4.66,0.62,0.87
67.45,Black,Pulses,14,12,11,7.33,1.63,2.88,6.26,1.66,4.29,0.65,0.6
63.69,Red,Tobacco,11,4,37,5.88,0.55,3.71,3.38,1.3,1.7,0.59,0.58
70.0,Clayey,Sugarcane,4,11,26,6.28,1.22,2.53,5.96,1.26,2.91,0.51,0.9
42.29,Loamy,Sugarcane,26,0,18,7.42,0.77,3.77,3.53,0.61,3.94,0.95,0.97
28.49,Sandy,Barley,44,0,2,7.31,0.69,1.99,6.38,0.86,1.6,0.21,0.64
28.38,Black,Ground Nuts,36,0,0,6.57,1.7,1.28,4.89,1.67,2.33,0.49,0.56
60.02,Red,Maize,12,0,31,6.85,0.62,1.63,2.53,1.84,4.61,0.34,0.86
43.11,Red,Paddy,10,15,20,6.27,1.15,2.23,2.64,1.29,1.95,0.33,0.86
46.26,Black,Maize,9,18,17,6.12,1.9,2.02,3.09,1.03,1.68,0.48,0.46
63.48,Red,Ground Nuts,8,0,39,6.59,0.7,1.45,3.25,0.59,3.53,0.96,0.66
45.66,Red,Paddy,18,0,11,6.4,1.96,2.32,5.57,1.52,4.81,1.17,0.32
50.3,Black,Millets,16,0,7,6.79,1.99,2.08,3.39,0.92,4.42,0.71,0.71
45.0,Loamy,Ground Nuts,13,3,41,5.93,1.29,1.52,6.38,0.58,4.91,0.54,0.87
46.85,Red,Cotton,24,0,29,7.46,0.67,1.97,5.04,1.5,4.14,1.03,0.35
55.82,Loamy,Pulses,37,4,0,7.48,0.91,3.5,5.27,1.23,3.03,0.27,0.46
38.39,Black,Ground Nuts,26,3,22,6.99,1.08,1.99,3.37,0.52,4.81,0.29,0.56
25.01,Loamy,Sugarcane,14,0,35,6.71,0.89,3.06,6.07,0.67,2.99,0.55,0.88
31.72,Sandy,Paddy,12,0,41,6.33,0.85,2.79,5.17,1.55,2.73,0.65,0.79
37.56,Black,Millets,21,4,21,7.18,1.96,2.31,5.96,0.6,3.07,1.0,0.45
70.0,Sandy,Wheat,3,6,26,6.96,0.65,1.82,6.33,1.8,4.35,1.13,0.39
45.96,Sandy,Maize,3,18,20,6.08,1.57,2.16,3.0,0.97,4.71,0.73,0.76
40.55,Loamy,Maize,16,2,44,7.35,0.4,2.74,2.89,0.63,2.75,0.7,0.58
50.52,Sandy,Wheat,18,0,24,7.2,1.35,2.11,5.71,1.64,3.12,0.41,0.67
54.46,Red,Maize,13,0,13,7.41,1.87,1.76,5.96,1.29,4.64,0.65,0.72
33.41,Red,Millets,35,2,0,7.03,0.86,1.5,4.84,0.96,1.66,1.12,0.65
69.48,Sandy,Millets,12,0,39,6.84,0.7,3.49,3.96,1.11,4.24,0.59,0.69
40.12,Loamy,Pulses,17,0,21,6.51,1.44,2.34,5.11,0.53,3.09,0.41,0.91
42.81,Red,Paddy,46,4,4,7.39,1.54,2.83,3.72,1.49,2.82,0.54,0.89
45.71,Black,Sugarcane,7,4,31,7.27,1.5,2.48,3.45,1.05,3.06,0.71,0.32
48.4,Loamy,Cotton,9,20,18,5.88,0.91,3.47,4.45,1.57,2.97,0.8,0.67
40.77,Loamy,Millets,13,2,37,5.84,0.8,2.62,3.36,1.44,4.15,0.63,0.55
30.3,Loamy,Pulses,8,3,30,6.44,1.93,2.45,4.43,1.48,4.75,0.96,0.43
27.58,Black,Paddy,9,0,17,7.18,1.88,3.6,6.33,1.69,3.22,0.78,0.7
31.93,Red,Millets,36,3,3,7.48,1.13,3.07,5.86,1.45,4.41,0.87,0.61
42.03,Sandy,Sugarcane,9,12,32,6.06,1.75,1.49,6.27,1.13,4.06,1.06,0.82
58.99,Black,Sugarcane,19,1,39,6.81,1.12,1.66,5.73,1.08,2.66,1.07,0.27
36.61,Red,Barley,10,0,14,6.45,1.08,3.25,3.92,0.68,3.56,0.4,0.44
29.85,Clayey,Pulses,33,0,0,7.45,0.65,3.37,5.75,1.67,3.83,0.82,0.22
44.08,Black,Pulses,11,0,16,7.23,1.08,2.62,6.19,1.64,1.58,0.92,0.8
62.52,Black,Tobacco,5,11,33,7.23,1.26,2.64,6.29,0.87,2.89,0.35,0.93
44.07,Black,Tobacco,39,4,0,6.6,0.44,2.84,5.23,1.79,4.97,1.04,0.67
62.34,Clayey,Ground Nuts,11,0,19,6.51,1.11,2.34,3.35,1.38,3.73,0.38,0.69
45.46,Red,Pulses,23,1,21,6.26,1.65,2.97,2.66,1.22,2.67,1.0,0.24
46.21,Loamy,Cotton,26,4,25,5.9,1.49,1.48,3.09,0.53,2.38,0.36,0.6
54.63,Red,Millets,14,2,9,7.27,1.42,3.7,6.36,1.07,2.23,0.94,0.62
24.8,Loamy,Tobacco,34,0,0,7.18,1.86,3.15,4.35,1.46,2.91,0.35,0.23
34.03,Sandy,Wheat,18,2,40,7.5,0.43,2.84,5.92,0.63,2.18,0.58,0.83
69.81,Loamy,Barley,4,4,29,7.49,1.29,2.02,4.36,1.19,1.97,0.34,0.42
50.56,Clayey,Wheat,7,20,19,6.74,1.66,1.62,5.14,1.99,2.77,0.47,0.78
45.37,Clayey,Oil seeds,34,4,0,7.11,1.27,2.26,2.6,1.57,3.62,1.18,0.52
41.83,Sandy,Wheat,12,4,39,7.41,0.92,2.92,3.5,1.32,2.01,0.31,1.0
